date,TMAX_F,TMIN_F,energy_mwh,city
2024-08-05,91.94,75.02,12474190,Atlanta
2024-08-06,93.02,77.0,12508638,Atlanta
2024-08-07,96.08,73.94,12969978,Atlanta
2024-08-08,96.08,77.0,13093375,Atlanta
2024-08-09,95.0,75.92,13074709,Atlanta
2024-08-10,93.02,73.04,12296586,Atlanta
2024-08-11,91.94,69.08,11770286,Atlanta
2024-08-12,91.94,69.98,12292232,Atlanta
2024-08-13,93.02,71.06,12568860,Atlanta
2024-08-14,91.94,75.92,12412866,Atlanta
2024-08-15,89.96,73.94,12526235,Atlanta
2024-08-16,91.04,71.96,12497507,Atlanta
2024-08-17,95.0,71.06,11986766,Atlanta
2024-08-18,91.04,71.96,11770816,Atlanta
2024-08-19,89.06,69.98,12083196,Atlanta
2024-08-20,89.06,69.98,11639577,Atlanta
2024-08-21,84.92,66.92,11109197,Atlanta
2024-08-22,84.92,69.08,11084767,Atlanta
2024-08-23,84.92,64.94,10736316,Atlanta
2024-08-24,87.98,66.02,10423430,Atlanta
2024-08-25,89.96,69.08,10815307,Atlanta
2024-08-26,91.94,69.98,11868325,Atlanta
2024-08-27,93.92,71.06,12619005,Atlanta
2024-08-28,96.98,73.94,13208946,Atlanta
2024-08-29,98.06,75.92,13243013,Atlanta
2024-08-30,96.08,75.02,12510163,Atlanta
2024-08-31,93.92,73.94,11682768,Atlanta
2024-09-01,96.08,73.94,11175249,Atlanta
2024-09-02,93.92,71.96,11557943,Atlanta
2024-09-03,84.92,71.06,11500359,Atlanta
2024-09-04,84.92,64.94,10894166,Atlanta
2024-09-05,84.02,69.08,11010060,Atlanta
2024-09-06,80.06,69.98,10091645,Atlanta
2024-09-07,87.08,68.0,9851212,Atlanta
2024-09-08,84.02,64.04,9216695,Atlanta
2024-09-09,84.92,66.92,10050905,Atlanta
2024-09-10,86.0,64.94,10245538,Atlanta
2024-09-11,78.08,66.92,9798800,Atlanta
2024-09-12,73.94,66.92,9641313,Atlanta
2024-09-13,75.02,68.0,9794903,Atlanta
2024-09-14,73.94,69.08,9396665,Atlanta
2024-09-15,78.98,69.98,9391751,Atlanta
2024-09-16,82.94,66.92,9996188,Atlanta
2024-09-17,84.02,62.06,9931663,Atlanta
2024-09-18,84.02,66.92,10335714,Atlanta
2024-09-19,89.06,68.0,10706361,Atlanta
2024-09-20,91.94,69.98,10954323,Atlanta
2024-09-21,93.92,69.98,10712471,Atlanta
2024-09-22,96.98,71.96,10865264,Atlanta
2024-09-23,96.08,73.04,11682515,Atlanta
2024-09-24,93.02,73.94,11530494,Atlanta
2024-09-25,86.0,66.02,10296921,Atlanta
2024-09-26,73.94,66.02,9332003,Atlanta
2024-09-27,75.02,66.02,7861503,Atlanta
2024-09-28,78.08,64.94,7782156,Atlanta
2024-09-29,80.06,66.02,8300941,Atlanta
2024-09-30,80.96,66.02,9285353,Atlanta
2024-10-01,82.94,66.92,9752826,Atlanta
2024-10-02,86.0,66.02,9952969,Atlanta
2024-10-03,84.92,68.0,9743456,Atlanta
2024-10-04,78.98,69.98,9672967,Atlanta
2024-10-05,86.0,69.08,9461118,Atlanta
2024-10-06,86.0,66.92,9422782,Atlanta
2024-10-07,87.08,64.94,10022618,Atlanta
2024-10-08,80.96,57.02,9624292,Atlanta
2024-10-09,80.06,64.04,9532454,Atlanta
2024-10-10,78.08,62.06,9154264,Atlanta
2024-10-11,75.92,55.04,8707652,Atlanta
2024-10-12,78.98,53.06,8272758,Atlanta
2024-10-13,84.02,57.02,8360250,Atlanta
2024-10-14,73.04,53.06,8875328,Atlanta
2024-10-15,68.0,46.94,8583672,Atlanta
2024-10-16,62.96,42.98,8699327,Atlanta
2024-10-17,66.02,41.0,8914408,Atlanta
2024-10-18,69.08,46.94,8780440,Atlanta
2024-10-19,73.04,48.92,8097344,Atlanta
2024-10-20,78.08,51.98,8039478,Atlanta
2024-10-21,80.06,53.06,8540073,Atlanta
2024-10-22,78.98,55.04,8813037,Atlanta
2024-10-23,82.04,57.02,8863579,Atlanta
2024-10-24,82.94,60.08,8894971,Atlanta
2024-10-25,82.94,53.96,8940874,Atlanta
2024-10-26,87.08,62.06,8610034,Atlanta
2024-10-27,75.92,57.92,8231152,Atlanta
2024-10-28,69.08,57.02,8574978,Atlanta
2024-10-29,75.92,55.04,8721903,Atlanta
2024-10-30,80.06,62.06,8966498,Atlanta
2024-10-31,80.06,62.06,9088703,Atlanta
2024-11-01,75.02,64.04,8765368,Atlanta
2024-11-02,80.06,60.98,8536459,Atlanta
2024-11-03,66.92,60.08,7974454,Atlanta
2024-11-04,62.96,59.0,8294579,Atlanta
2024-11-05,78.08,60.98,9231801,Atlanta
2024-11-06,73.94,66.92,9417771,Atlanta
2024-11-07,73.04,66.92,9332164,Atlanta
2024-11-08,80.06,66.02,9328892,Atlanta
2024-11-09,75.02,62.96,8618969,Atlanta
2024-11-10,64.94,55.94,8311762,Atlanta
2024-11-11,75.92,57.02,8933322,Atlanta
2024-11-12,77.0,51.98,8924565,Atlanta
2024-11-13,66.02,51.98,8920379,Atlanta
2024-11-14,55.94,50.0,8757915,Atlanta
2024-11-15,66.02,48.02,8650788,Atlanta
2024-11-16,71.96,44.96,8241421,Atlanta
2024-11-17,73.04,46.04,8254326,Atlanta
2024-11-18,75.02,51.08,8813359,Atlanta
2024-11-19,64.04,59.0,8818719,Atlanta
2024-11-20,73.94,48.02,8621272,Atlanta
2024-11-21,60.08,41.0,9680387,Atlanta
2024-11-22,53.96,37.94,9946516,Atlanta
2024-11-23,60.98,37.04,8957037,Atlanta
2024-11-24,69.98,39.92,8872549,Atlanta
2024-11-25,71.96,46.04,8762271,Atlanta
2024-11-26,64.04,46.04,8540227,Atlanta
2024-11-27,64.94,42.08,8925252,Atlanta
2024-11-28,66.92,42.98,7870043,Atlanta
2024-11-29,51.08,35.96,9229339,Atlanta
2024-11-30,50.0,31.1,10402219,Atlanta
2024-12-01,55.04,31.1,10507203,Atlanta
2024-12-02,51.08,32.0,11336028,Atlanta
2024-12-03,44.96,30.2,11773665,Atlanta
2024-12-04,53.96,27.14,11704259,Atlanta
2024-12-05,57.92,31.1,10215299,Atlanta
2024-12-06,46.04,24.26,12124603,Atlanta
2024-12-07,57.92,30.2,11188461,Atlanta
2024-12-08,62.06,37.04,9698073,Atlanta
2024-12-09,64.94,48.92,9112737,Atlanta
2024-12-10,68.0,62.96,8813666,Atlanta
2024-12-11,64.04,37.94,9891328,Atlanta
2024-12-12,53.06,32.0,11273548,Atlanta
2024-12-13,59.0,37.04,10675588,Atlanta
2024-12-14,59.0,42.98,9134290,Atlanta
2024-12-15,51.08,42.98,8975725,Atlanta
2024-12-16,66.92,44.96,9263054,Atlanta
2024-12-17,73.94,50.0,8933930,Atlanta
2024-12-18,73.04,51.98,8825740,Atlanta
2024-12-19,59.0,42.08,9306625,Atlanta
2024-12-20,59.0,35.96,10438385,Atlanta
2024-12-21,46.94,32.0,10830971,Atlanta
2024-12-22,48.92,30.2,11137429,Atlanta
2024-12-23,50.0,31.1,11092467,Atlanta
2024-12-24,60.08,32.0,10000878,Atlanta
2024-12-25,60.08,37.04,9198284,Atlanta
2024-12-26,51.98,42.98,9416754,Atlanta
2024-12-27,51.08,42.98,9384187,Atlanta
2024-12-28,55.04,46.94,8403789,Atlanta
2024-12-29,64.94,50.0,7937252,Atlanta
2024-12-30,66.92,46.04,8660078,Atlanta
2024-12-31,71.96,48.92,8385366,Atlanta
2025-01-01,53.96,37.04,8876193,Atlanta
2025-01-02,51.98,30.2,10800821,Atlanta
2025-01-03,55.94,35.96,10687405,Atlanta
2025-01-04,48.02,31.1,10642013,Atlanta
2025-01-05,53.06,33.08,9988272,Atlanta
2025-01-06,60.08,30.2,11217254,Atlanta
2025-01-07,42.08,28.22,12823560,Atlanta
2025-01-08,39.92,24.26,13308884,Atlanta
2025-01-09,44.06,22.1,13074902,Atlanta
2025-01-10,35.06,30.2,12460124,Atlanta
2025-01-11,33.98,28.22,12193583,Atlanta
2025-01-12,44.96,24.26,12195435,Atlanta
2025-01-13,55.94,37.04,11179691,Atlanta
2025-01-14,51.08,30.2,11810557,Atlanta
2025-01-15,51.98,33.98,11516447,Atlanta
2025-01-16,57.92,33.08,11174524,Atlanta
2025-01-17,60.08,33.98,10432349,Atlanta
2025-01-18,60.08,42.98,9060183,Atlanta
2025-01-19,55.04,28.22,10504190,Atlanta
2025-01-20,32.0,18.14,13967283,Atlanta
2025-01-21,30.2,20.12,14932680,Atlanta
2025-01-22,35.96,14.18,14502932,Atlanta
2025-01-23,41.0,25.16,14292655,Atlanta
2025-01-24,51.08,25.16,13466722,Atlanta
2025-01-25,51.98,26.24,12513593,Atlanta
2025-01-26,55.94,31.1,10921532,Atlanta
2025-01-27,50.0,41.0,10319492,Atlanta
2025-01-28,59.0,33.08,10683808,Atlanta
2025-01-29,69.08,41.0,9800642,Atlanta
2025-01-30,69.98,44.06,9592372,Atlanta
2025-01-31,62.96,51.08,8779520,Atlanta
2025-02-01,64.94,44.06,8592358,Atlanta
2025-02-02,69.08,44.06,8647066,Atlanta
2025-02-03,73.94,44.06,9018297,Atlanta
2025-02-04,77.0,55.94,8654989,Atlanta
2025-02-05,73.94,53.06,8627122,Atlanta
2025-02-06,71.96,60.08,8491906,Atlanta
2025-02-07,77.0,62.06,8341234,Atlanta
2025-02-08,75.02,62.06,7952640,Atlanta
2025-02-09,73.04,57.02,7910748,Atlanta
2025-02-10,60.08,46.94,8742621,Atlanta
2025-02-11,51.98,39.92,9660844,Atlanta
2025-02-12,42.98,39.02,10218151,Atlanta
2025-02-13,60.98,37.04,9643993,Atlanta
2025-02-14,57.92,29.12,10007102,Atlanta
2025-02-15,51.98,42.08,8841742,Atlanta
2025-02-16,64.04,37.04,8603400,Atlanta
2025-02-17,50.0,30.2,10884399,Atlanta
2025-02-18,57.92,31.1,10774870,Atlanta
2025-02-19,46.04,33.98,11572049,Atlanta
2025-02-20,35.06,23.18,12922567,Atlanta
2025-02-21,48.02,19.22,12786272,Atlanta
2025-02-22,53.06,29.12,10894921,Atlanta
2025-02-23,55.04,31.1,10404318,Atlanta
2025-02-24,69.08,42.08,9642081,Atlanta
2025-02-25,75.02,44.96,9070698,Atlanta
2025-02-26,78.98,46.94,8709903,Atlanta
2025-02-27,75.92,51.98,8493085,Atlanta
2025-02-28,73.04,44.96,8617942,Atlanta
2025-03-01,75.02,46.04,8137256,Atlanta
2025-03-02,57.02,35.96,9014849,Atlanta
2025-03-03,64.04,35.96,9834571,Atlanta
2025-03-04,71.96,44.06,9066986,Atlanta
2025-03-05,64.94,41.0,9071731,Atlanta
2025-03-06,55.94,37.04,9872405,Atlanta
2025-03-07,68.0,37.94,9192715,Atlanta
2025-03-08,75.92,55.94,7954895,Atlanta
2025-03-09,57.92,46.94,1654576,Atlanta
2025-03-10,55.04,44.96,9154252,Atlanta
2025-03-11,75.92,42.08,9005606,Atlanta
2025-03-12,75.92,48.02,8528029,Atlanta
2025-03-13,73.94,55.04,8151724,Atlanta
2025-03-14,75.02,55.04,8235703,Atlanta
2025-03-15,78.08,60.08,7800051,Atlanta
2025-03-16,73.94,48.92,7585529,Atlanta
2025-03-17,62.96,42.08,8490431,Atlanta
2025-03-18,77.0,42.08,8802331,Atlanta
2025-03-19,78.98,46.94,8624962,Atlanta
2025-03-20,66.92,42.08,8743537,Atlanta
2025-03-21,66.02,35.96,9293762,Atlanta
2025-03-22,73.94,44.96,8372096,Atlanta
2025-03-23,77.0,46.94,8034296,Atlanta
2025-03-24,66.02,53.06,8305018,Atlanta
2025-03-25,80.06,46.04,8660001,Atlanta
2025-03-26,75.02,51.08,8550959,Atlanta
2025-03-27,75.02,50.0,8573632,Atlanta
2025-03-28,80.96,53.06,8088370,Atlanta
2025-03-29,73.94,62.96,8001840,Atlanta
2025-03-30,75.92,60.98,7920608,Atlanta
2025-03-31,69.98,59.0,8591661,Atlanta
2025-04-01,78.08,46.04,8661839,Atlanta
2025-04-02,84.02,64.04,9286583,Atlanta
2025-04-03,84.02,66.92,9722467,Atlanta
2025-04-04,87.08,66.02,9871707,Atlanta
2025-04-05,87.08,66.92,9540525,Atlanta
2025-04-06,73.94,62.06,8633507,Atlanta
2025-04-07,68.0,48.02,8697461,Atlanta
2025-04-08,64.94,44.06,8734646,Atlanta
2025-04-09,68.0,42.08,8840505,Atlanta
2025-04-10,77.0,48.92,8780996,Atlanta
2025-04-11,68.0,50.0,8239500,Atlanta
2025-04-12,66.02,42.98,8376988,Atlanta
2025-04-13,73.04,42.08,8370626,Atlanta
2025-04-14,84.02,55.94,9198685,Atlanta
2025-04-15,73.04,53.06,8864954,Atlanta
2025-04-16,73.04,46.94,8830226,Atlanta
2025-04-17,78.08,51.08,8856256,Atlanta
2025-04-18,84.02,53.96,8902229,Atlanta
2025-04-19,86.0,60.08,9146725,Atlanta
2025-04-20,82.94,64.94,9034742,Atlanta
2025-04-21,82.94,62.06,9784949,Atlanta
2025-04-22,75.02,66.02,9493777,Atlanta
2025-04-23,80.96,64.04,9637605,Atlanta
2025-04-24,78.98,62.96,9536532,Atlanta
2025-04-25,82.94,64.94,9275798,Atlanta
2025-04-26,80.96,62.96,9219753,Atlanta
2025-04-27,82.94,62.06,9106522,Atlanta
2025-04-28,78.98,62.96,9670012,Atlanta
2025-04-29,82.04,62.96,9857356,Atlanta
2025-04-30,84.92,64.94,10137429,Atlanta
2025-05-01,80.96,68.0,9814658,Atlanta
2025-05-02,86.0,62.96,9756342,Atlanta
2025-05-03,69.98,57.02,8236982,Atlanta
2025-05-04,71.96,53.96,8004509,Atlanta
2025-05-05,73.04,51.08,8581532,Atlanta
2025-05-06,80.06,55.04,8930199,Atlanta
2025-05-07,71.96,60.08,8859837,Atlanta
2025-05-08,84.92,62.96,9798304,Atlanta
2025-05-09,84.02,64.04,9450337,Atlanta
2025-05-10,73.04,53.96,8056791,Atlanta
2025-05-11,64.94,57.92,7974969,Atlanta
2025-05-12,80.06,64.94,9069562,Atlanta
2025-05-13,78.08,62.06,9353791,Atlanta
2025-05-14,84.02,66.02,10108877,Atlanta
2025-05-15,87.08,66.92,10920896,Atlanta
2025-05-16,89.06,71.96,11142233,Atlanta
2025-05-17,80.96,71.96,10295673,Atlanta
2025-05-18,80.96,66.02,9679533,Atlanta
2025-05-19,89.06,71.06,11031603,Atlanta
2025-05-20,87.98,71.96,11550642,Atlanta
2025-05-21,82.94,66.02,10755584,Atlanta
2025-05-22,84.92,62.06,10216433,Atlanta
2025-05-23,80.96,62.96,9974868,Atlanta
2025-05-24,82.04,64.04,9162872,Atlanta
2025-05-25,80.06,64.94,9298131,Atlanta
2025-05-26,82.94,66.92,9659501,Atlanta
2025-05-27,71.96,62.06,9522566,Atlanta
2025-05-28,82.94,60.98,10008208,Atlanta
2025-05-29,73.04,66.02,9566611,Atlanta
2025-05-30,78.08,62.06,9594836,Atlanta
2025-05-31,80.96,57.02,8757650,Atlanta
2025-06-01,80.96,62.06,8973067,Atlanta
2025-06-02,86.0,62.96,10262033,Atlanta
2025-06-03,87.08,68.0,10748448,Atlanta
2025-06-04,80.06,68.0,10592060,Atlanta
2025-06-05,82.94,68.0,10488805,Atlanta
2025-06-06,89.96,69.98,11385118,Atlanta
2025-06-07,91.04,71.06,11065724,Atlanta
2025-06-08,82.94,69.98,10289413,Atlanta
2025-06-09,84.02,69.98,10697950,Atlanta
2025-06-10,86.0,69.98,10276928,Atlanta
2025-06-11,87.08,69.08,11064322,Atlanta
2025-06-12,89.06,71.96,11455467,Atlanta
2025-06-13,87.98,71.96,11317326,Atlanta
2025-06-14,89.06,71.06,10302391,Atlanta
2025-06-15,89.06,69.98,10580133,Atlanta
2025-06-16,89.06,73.04,11433433,Atlanta
2025-06-17,89.96,71.06,11459668,Atlanta
2025-06-18,89.96,71.06,11309338,Atlanta
2025-06-19,86.0,69.98,10924255,Atlanta
2025-06-20,89.96,68.0,11047407,Atlanta
2025-06-21,91.94,71.96,11215464,Atlanta
2025-06-22,93.02,75.92,11485014,Atlanta
2025-06-23,93.92,75.92,12612929,Atlanta
2025-06-24,95.0,77.0,13195160,Atlanta
2025-06-25,96.08,73.04,13694529,Atlanta
2025-06-26,91.94,71.96,12025331,Atlanta
2025-06-27,91.94,71.06,11869516,Atlanta
2025-06-28,91.04,69.98,11473682,Atlanta
2025-06-29,89.06,71.06,11115374,Atlanta
2025-06-30,89.06,71.96,11883692,Atlanta
2025-07-01,89.06,73.04,11871059,Atlanta
2025-07-02,91.94,73.04,11999402,Atlanta
2025-07-03,93.02,71.96,11992057,Atlanta
2025-07-04,93.02,77.0,11561807,Atlanta
2025-07-05,91.94,75.02,11498336,Atlanta
2025-07-06,93.92,77.0,11602229,Atlanta
2025-07-07,95.0,75.02,12757544,Atlanta
2025-07-08,95.0,75.92,12961787,Atlanta
2025-07-09,93.92,75.92,12623504,Atlanta
2025-07-10,89.96,73.04,12226197,Atlanta
2025-07-11,93.02,73.04,12102980,Atlanta
2025-07-12,93.02,73.04,11680980,Atlanta
2025-07-13,95.0,75.92,12184838,Atlanta
2025-07-14,96.98,75.02,12900072,Atlanta
2025-07-15,96.08,78.08,13100145,Atlanta
2025-07-16,91.04,75.02,12971565,Atlanta
2025-07-17,91.94,77.0,13272059,Atlanta
2025-07-18,93.02,75.92,12719684,Atlanta
2025-07-19,91.04,73.04,12207527,Atlanta
2025-07-20,93.02,77.0,12559623,Atlanta
2025-07-21,89.06,77.0,12901785,Atlanta
2025-07-22,96.08,75.02,12988723,Atlanta
2025-07-23,89.06,75.92,12541672,Atlanta
2025-07-24,89.96,75.02,12625682,Atlanta
2025-07-25,93.92,75.02,12534832,Atlanta
2025-07-26,95.0,73.94,12200224,Atlanta
2025-07-27,96.08,75.92,12560473,Atlanta
2025-07-28,98.96,78.08,13621860,Atlanta
2025-07-29,100.04,77.0,13802011,Atlanta
2025-07-30,91.94,75.02,13085964,Atlanta
2025-07-31,95.0,73.94,12913721,Atlanta
2025-08-01,93.92,73.04,12223368,Atlanta
2025-08-02,80.96,73.94,10928858,Atlanta
2025-08-03,,,9942412,Atlanta
2025-08-04,,,9748296,Atlanta
2025-08-05,,,1304022,Atlanta
2024-08-05,87.08,71.96,5824066,Boston
2024-08-06,78.08,62.06,5367784,Boston
2024-08-07,69.08,59.0,4637162,Boston
2024-08-08,71.06,60.08,4520240,Boston
2024-08-09,84.92,64.04,5337390,Boston
2024-08-10,89.06,73.94,5233588,Boston
2024-08-11,84.02,69.08,4577130,Boston
2024-08-12,78.98,64.94,4837036,Boston
2024-08-13,82.04,64.04,4821592,Boston
2024-08-14,78.98,66.02,5082414,Boston
2024-08-15,78.08,64.94,5261920,Boston
2024-08-16,71.96,64.04,5117686,Boston
2024-08-17,71.06,62.96,4751962,Boston
2024-08-18,69.08,64.94,4723620,Boston
2024-08-19,75.02,64.94,5282640,Boston
2024-08-20,69.98,60.08,4406958,Boston
2024-08-21,75.92,57.92,4109786,Boston
2024-08-22,75.92,57.92,4107658,Boston
2024-08-23,82.94,60.08,4361028,Boston
2024-08-24,84.02,62.06,4282556,Boston
2024-08-25,80.96,64.04,4582228,Boston
2024-08-26,77.0,64.94,5182464,Boston
2024-08-27,73.94,62.96,5123098,Boston
2024-08-28,91.04,64.94,5652240,Boston
2024-08-29,69.08,62.06,4669702,Boston
2024-08-30,69.98,57.92,4342287,Boston
2024-08-31,78.98,62.06,4548190,Boston
2024-09-01,82.94,69.98,4736328,Boston
2024-09-02,75.92,60.08,4215788,Boston
2024-09-03,75.02,55.94,3915164,Boston
2024-09-04,77.0,59.0,4019616,Boston
2024-09-05,73.04,60.08,4052098,Boston
2024-09-06,71.96,62.06,4284846,Boston
2024-09-07,73.94,60.08,3867266,Boston
2024-09-08,71.06,57.02,3321350,Boston
2024-09-09,75.92,55.94,3835204,Boston
2024-09-10,78.98,60.98,4079986,Boston
2024-09-11,73.04,57.92,4062988,Boston
2024-09-12,80.96,57.92,4258554,Boston
2024-09-13,82.94,62.06,4447080,Boston
2024-09-14,75.92,62.96,4259768,Boston
2024-09-15,73.94,60.98,4103952,Boston
2024-09-16,75.92,55.94,4305688,Boston
2024-09-17,77.0,57.02,4343258,Boston
2024-09-18,71.96,60.08,4641520,Boston
2024-09-19,75.02,62.06,4725490,Boston
2024-09-20,64.94,59.0,4643648,Boston
2024-09-21,60.08,57.02,4162034,Boston
2024-09-22,66.02,57.02,3899030,Boston
2024-09-23,64.94,55.04,4327080,Boston
2024-09-24,66.02,53.06,4224646,Boston
2024-09-25,64.04,60.08,4432124,Boston
2024-09-26,69.98,60.08,4645236,Boston
2024-09-27,80.06,62.06,4415828,Boston
2024-09-28,68.0,59.0,3956472,Boston
2024-09-29,64.94,57.02,3848978,Boston
2024-09-30,68.0,53.96,4215264,Boston
2024-10-01,66.02,57.02,4190240,Boston
2024-10-02,66.02,55.04,4220796,Boston
2024-10-03,69.08,53.06,4113596,Boston
2024-10-04,73.04,55.94,4024750,Boston
2024-10-05,71.06,57.02,3606790,Boston
2024-10-06,62.06,51.08,3367846,Boston
2024-10-07,60.98,53.06,4074484,Boston
2024-10-08,66.02,51.08,3745916,Boston
2024-10-09,64.94,50.0,3811812,Boston
2024-10-10,60.08,46.94,3962520,Boston
2024-10-11,69.98,46.94,3779004,Boston
2024-10-12,71.96,50.0,3536388,Boston
2024-10-13,53.06,42.98,3988194,Boston
2024-10-14,53.06,42.98,4224390,Boston
2024-10-15,55.04,42.08,4111090,Boston
2024-10-16,57.02,44.06,4082310,Boston
2024-10-17,55.04,39.92,4153916,Boston
2024-10-18,60.08,42.98,3919936,Boston
2024-10-19,66.92,42.08,3593288,Boston
2024-10-20,77.0,44.96,3502628,Boston
2024-10-21,82.94,51.98,3868790,Boston
2024-10-22,71.96,55.04,3873424,Boston
2024-10-23,78.08,51.08,3955330,Boston
2024-10-24,71.96,51.08,3990732,Boston
2024-10-25,55.94,44.96,3806398,Boston
2024-10-26,66.92,48.02,3617676,Boston
2024-10-27,55.04,41.0,3673964,Boston
2024-10-28,48.92,37.94,4139278,Boston
2024-10-29,55.94,35.96,4310882,Boston
2024-10-30,66.02,50.0,4068700,Boston
2024-10-31,78.08,55.94,3930536,Boston
2024-11-01,78.98,55.04,3897284,Boston
2024-11-02,55.94,39.92,3681520,Boston
2024-11-03,46.94,35.96,3823792,Boston
2024-11-04,50.0,35.06,4224254,Boston
2024-11-05,75.02,48.92,3889592,Boston
2024-11-06,82.04,60.98,3911762,Boston
2024-11-07,71.96,51.98,3723636,Boston
2024-11-08,64.94,44.96,3815670,Boston
2024-11-09,51.98,39.92,3785690,Boston
2024-11-10,57.92,35.96,3938158,Boston
2024-11-11,68.0,51.98,3907316,Boston
2024-11-12,57.92,37.04,4095178,Boston
2024-11-13,46.04,32.0,4430392,Boston
2024-11-14,44.06,31.1,4470492,Boston
2024-11-15,60.08,33.98,4433408,Boston
2024-11-16,62.06,44.96,4153170,Boston
2024-11-17,64.04,46.04,4112342,Boston
2024-11-18,60.98,42.98,4389426,Boston
2024-11-19,57.02,44.96,4369778,Boston
2024-11-20,51.98,41.0,4329226,Boston
2024-11-21,48.02,44.96,4672194,Boston
2024-11-22,53.06,42.98,4485358,Boston
2024-11-23,46.94,42.08,4440552,Boston
2024-11-24,50.0,41.0,4158490,Boston
2024-11-25,51.98,37.04,4558074,Boston
2024-11-26,48.02,33.98,4787708,Boston
2024-11-27,50.0,37.94,4404270,Boston
2024-11-28,48.02,37.94,4336130,Boston
2024-11-29,46.04,35.96,4206644,Boston
2024-11-30,41.0,32.0,4289672,Boston
2024-12-01,37.94,29.12,4174198,Boston
2024-12-02,39.02,26.24,4412734,Boston
2024-12-03,39.02,28.22,4512440,Boston
2024-12-04,39.92,28.22,4553742,Boston
2024-12-05,41.0,33.08,4524990,Boston
2024-12-06,35.06,27.14,4445246,Boston
2024-12-07,39.02,26.24,4239540,Boston
2024-12-08,50.0,31.1,4175056,Boston
2024-12-09,46.04,35.06,4395042,Boston
2024-12-10,44.06,31.1,4794784,Boston
2024-12-11,62.06,37.04,4650008,Boston
2024-12-12,55.94,29.12,4304732,Boston
2024-12-13,33.08,25.16,4447440,Boston
2024-12-14,35.06,23.18,4284280,Boston
2024-12-15,35.96,21.2,4325902,Boston
2024-12-16,44.96,32.0,4500532,Boston
2024-12-17,60.08,44.96,4254064,Boston
2024-12-18,50.0,37.94,4528854,Boston
2024-12-19,44.96,32.0,4549358,Boston
2024-12-20,37.04,26.24,4559048,Boston
2024-12-21,29.12,17.24,4566678,Boston
2024-12-22,19.22,11.12,5026026,Boston
2024-12-23,26.24,10.22,5306790,Boston
2024-12-24,35.06,24.26,4885254,Boston
2024-12-25,33.08,24.26,4316758,Boston
2024-12-26,37.04,27.14,4574912,Boston
2024-12-27,39.92,24.26,4556984,Boston
2024-12-28,46.04,33.08,4401626,Boston
2024-12-29,51.08,39.92,4087320,Boston
2024-12-30,57.92,44.06,4067370,Boston
2024-12-31,51.98,37.94,4114476,Boston
2025-01-01,46.94,39.92,4100986,Boston
2025-01-02,44.06,33.98,4492218,Boston
2025-01-03,39.02,30.2,4282570,Boston
2025-01-04,30.92,26.96,4166284,Boston
2025-01-05,33.98,21.2,4288514,Boston
2025-01-06,25.16,17.24,4843818,Boston
2025-01-07,27.14,16.16,5092900,Boston
2025-01-08,30.2,17.24,5028024,Boston
2025-01-09,28.22,17.24,4936660,Boston
2025-01-10,42.98,24.26,4388774,Boston
2025-01-11,33.08,26.24,4329952,Boston
2025-01-12,37.04,25.16,4192360,Boston
2025-01-13,39.02,28.22,4426200,Boston
2025-01-14,33.98,24.26,4481216,Boston
2025-01-15,31.1,22.1,4768158,Boston
2025-01-16,31.1,21.2,5007402,Boston
2025-01-17,37.94,22.1,4559836,Boston
2025-01-18,44.06,26.24,4151650,Boston
2025-01-19,46.04,29.12,3980046,Boston
2025-01-20,29.12,16.16,5041924,Boston
2025-01-21,19.22,13.1,5682058,Boston
2025-01-22,22.1,10.22,5809852,Boston
2025-01-23,30.2,16.16,5369204,Boston
2025-01-24,33.08,20.12,5090736,Boston
2025-01-25,30.2,19.22,4743408,Boston
2025-01-26,41.0,24.26,4278124,Boston
2025-01-27,39.92,26.24,4321086,Boston
2025-01-28,39.02,26.24,4378714,Boston
2025-01-29,48.02,22.1,4559982,Boston
2025-01-30,29.12,20.12,4594440,Boston
2025-01-31,42.98,26.24,4522938,Boston
2025-02-01,33.98,13.1,4282464,Boston
2025-02-02,29.12,9.14,4681964,Boston
2025-02-03,42.98,29.12,4430186,Boston
2025-02-04,44.06,23.18,4198092,Boston
2025-02-05,28.22,18.14,4479190,Boston
2025-02-06,33.98,19.22,4947052,Boston
2025-02-07,39.92,27.14,4167908,Boston
2025-02-08,35.96,25.16,4050732,Boston
2025-02-09,32.0,25.16,4353310,Boston
2025-02-10,35.96,22.1,4666480,Boston
2025-02-11,32.0,19.22,4798382,Boston
2025-02-12,33.08,24.26,4758330,Boston
2025-02-13,39.92,32.0,4602294,Boston
2025-02-14,33.98,25.16,4301142,Boston
2025-02-15,30.2,22.1,4312336,Boston
2025-02-16,37.04,26.24,4342732,Boston
2025-02-17,32.0,20.12,4645982,Boston
2025-02-18,26.24,18.14,4913228,Boston
2025-02-19,31.1,16.16,4838068,Boston
2025-02-20,30.2,17.24,4899094,Boston
2025-02-21,33.98,22.1,4591888,Boston
2025-02-22,35.96,18.14,4411534,Boston
2025-02-23,42.98,28.22,4099292,Boston
2025-02-24,42.98,29.12,4213994,Boston
2025-02-25,53.06,37.94,4283836,Boston
2025-02-26,53.06,39.92,4266972,Boston
2025-02-27,51.08,35.96,4657050,Boston
2025-02-28,46.94,35.96,4278031,Boston
2025-03-01,51.98,25.16,4024566,Boston
2025-03-02,30.2,17.24,4079078,Boston
